User_Id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,labels
50,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
51,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
52,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
53,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
54,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
55,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
56,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
57,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
58,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
59,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
60,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
61,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
62,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
63,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
64,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
65,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
66,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
67,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
68,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
69,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
70,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
71,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
72,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
73,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
74,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
75,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
76,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
77,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
78,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
79,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
80,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
81,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
82,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
83,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
84,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
85,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
86,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
87,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
88,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
89,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
90,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
91,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
92,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
93,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
94,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
95,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
96,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
97,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
98,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
99,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
100,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
101,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
102,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
103,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
104,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
105,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
106,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
107,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
108,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
109,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
110,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
111,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
112,5,3,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,10
113,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
114,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
115,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
116,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
