User_Id,Lesson_Id,Rating
23,41,1
23,22,2
23,28,1
23,8,2
23,17,2
23,9,2
23,13,1
23,23,1
23,27,1
23,44,1
23,36,1
23,30,2
23,38,1
23,52,1
23,11,1
23,12,2
23,2,3
23,29,1
23,5,1
23,37,1
23,39,1
24,33,1
24,31,1
24,34,1
24,46,1
24,55,2
24,18,1
24,45,2
24,1,5
24,4,1
24,49,1
24,15,1
24,54,2
24,43,2
24,42,2
24,40,1
24,50,1
24,16,2
24,35,2
24,25,2
24,21,2
24,48,1
24,6,1
24,24,2
24,26,2
24,19,2
24,10,1
24,32,2
24,56,1
24,47,1
24,20,2
24,14,1
24,3,3
24,51,2
24,53,2
24,57,1
24,7,1
24,41,1
24,22,2
24,28,1
24,8,2
24,17,2
24,9,2
24,13,1
24,23,1
24,27,1
24,44,1
24,36,1
24,30,2
24,38,1
24,52,1
24,11,1
24,12,2
24,2,3
24,29,1
24,5,1
24,37,1
24,39,1
25,33,1
25,31,1
25,34,1
25,46,1
25,55,2
25,18,1
25,45,2
25,1,5
25,4,1
25,49,1
25,15,1
25,54,2
25,43,2
25,42,2
25,40,1
25,50,1
25,16,2
25,35,2
25,25,2
25,21,2
25,48,1
25,6,1
25,24,2
25,26,2
25,19,2
25,10,1
25,32,2
25,56,1
25,47,1
25,20,2
25,14,1
25,3,3
25,51,2
25,53,2
25,57,1
25,7,1
25,41,1
25,22,2
25,28,1
25,8,2
25,17,2
25,9,2
25,13,1
25,23,1
25,27,1
25,44,1
25,36,1
25,30,2
25,38,1
25,52,1
25,11,1
25,12,2
25,2,3
25,29,1
25,5,1
25,37,1
25,39,1
26,33,1
26,31,1
26,34,1
26,46,1
26,55,2
26,18,1
26,45,2
26,1,5
26,4,1
26,49,1
26,15,1
26,54,2
26,43,2
26,42,2
26,40,1
26,50,1
26,16,2
26,35,2
26,25,2
26,21,2
26,48,1
26,6,1
26,24,2
26,26,2
26,19,2
26,10,1
26,32,2
26,56,1
26,47,1
26,20,2
26,14,1
26,3,3
26,51,2
26,53,2
26,57,1
26,7,1
26,41,1
26,22,2
26,28,1
26,8,2
26,17,2
26,9,2
26,13,1
26,23,1
26,27,1
26,44,1
26,36,1
26,30,2
26,38,1
26,52,1
26,11,1
26,12,2
26,2,3
26,29,1
26,5,1
26,37,1
26,39,1
27,33,1
27,31,1
27,34,1
27,46,1
27,55,2
27,18,1
27,45,2
27,1,5
27,4,1
27,49,1
27,15,1
27,54,2
27,43,2
27,42,2
27,40,1
27,50,1
27,16,2
27,35,2
27,25,2
27,21,2
27,48,1
27,6,1
27,24,2
27,26,2
27,19,2
27,10,1
27,32,2
27,56,1
27,47,1
27,20,2
27,14,1
27,3,3
27,51,2
27,53,2
27,57,1
27,7,1
27,41,1
27,22,2
27,28,1
27,8,2
27,17,2
27,9,2
27,13,1
27,23,1
27,27,1
27,44,1
27,36,1
27,30,2
27,38,1
27,52,1
27,11,1
27,12,2
27,2,3
27,29,1
27,5,1
27,37,1
27,39,1
28,33,1
28,31,1
28,34,1
28,46,1
28,55,2
28,18,1
28,45,2
28,1,5
28,4,1
28,49,1
28,15,1
28,54,2
28,43,2
28,42,2
28,40,1
28,50,1
28,16,2
28,35,2
28,25,2
28,21,2
28,48,1
28,6,1
28,24,2
28,26,2
28,19,2
28,10,1
28,32,2
28,56,1
28,47,1
28,20,2
28,14,1
28,3,3
28,51,2
28,53,2
28,57,1
28,7,1
28,41,1
28,22,2
28,28,1
28,8,2
28,17,2
28,9,2
28,13,1
28,23,1
28,27,1
28,44,1
28,36,1
28,30,2
28,38,1
28,52,1
28,11,1
28,12,2
28,2,3
28,29,1
28,5,1
28,37,1
28,39,1
29,33,1
29,31,1
29,34,1
29,46,1
29,55,2
29,18,1
29,45,2
29,1,5
29,4,1
29,49,1
29,15,1
29,54,2
29,43,2
29,42,2
29,40,1
29,50,1
29,16,2
29,35,2
29,25,2
29,21,2
29,48,1
29,6,1
29,24,2
29,26,2
29,19,2
29,10,1
29,32,2
29,56,1
29,47,1
29,20,2
29,14,1
29,3,3
29,51,2
29,53,2
29,57,1
29,7,1
29,41,1
29,22,2
29,28,1
29,8,2
29,17,2
29,9,2
29,13,1
29,23,1
29,27,1
29,44,1
29,36,1
29,30,2
29,38,1
29,52,1
29,11,1
29,12,2
29,2,3
29,29,1
29,5,1
29,37,1
29,39,1
30,33,1
30,31,1
30,34,1
30,46,1
30,55,2
30,18,1
30,45,2
30,1,5
30,4,1
30,49,1
30,15,1
30,54,2
30,43,2
30,42,2
30,40,1
30,50,1
30,16,2
30,35,2
30,25,2
30,21,2
30,48,1
30,6,1
30,24,2
30,26,2
30,19,2
30,10,1
30,32,2
30,56,1
30,47,1
30,20,2
30,14,1
30,3,3
30,51,2
30,53,2
30,57,1
30,7,1
30,41,1
30,22,2
30,28,1
30,8,2
30,17,2
30,9,2
30,13,1
30,23,1
30,27,1
30,44,1
30,36,1
30,30,2
30,38,1
30,52,1
30,11,1
30,12,2
30,2,3
30,29,1
30,5,1
30,37,1
30,39,1
31,33,1
31,31,1
31,34,1
31,46,1
31,55,2
31,18,1
31,45,2
31,1,5
31,4,1
31,49,1
31,15,1
31,54,2
31,43,2
31,42,2
31,40,1
31,50,1
31,16,2
31,35,2
31,25,2
31,21,2
31,48,1
31,6,1
31,24,2
31,26,2
31,19,2
31,10,1
31,32,2
31,56,1
31,47,1
31,20,2
31,14,1
31,3,3
31,51,2
31,53,2
31,57,1
31,7,1
31,41,1
31,22,2
31,28,1
31,8,2
31,17,2
31,9,2
31,13,1
31,23,1
31,27,1
31,44,1
31,36,1
31,30,2
31,38,1
31,52,1
31,11,1
31,12,2
31,2,3
31,29,1
31,5,1
31,37,1
31,39,1
32,33,1
32,31,1
32,34,1
32,46,1
32,55,2
32,18,1
32,45,2
32,1,5
32,4,1
32,49,1
32,15,1
32,54,2
32,43,2
32,42,2
32,40,1
32,50,1
32,16,2
32,35,2
32,25,2
32,21,2
32,48,1
32,6,1
32,24,2
32,26,2
32,19,2
32,10,1
32,32,2
32,56,1
32,47,1
32,20,2
32,14,1
32,3,3
32,51,2
32,53,2
32,57,1
32,7,1
32,41,1
32,22,2
32,28,1
32,8,2
32,17,2
32,9,2
32,13,1
32,23,1
32,27,1
32,44,1
32,36,1
32,30,2
32,38,1
32,52,1
32,11,1
32,12,2
32,2,3
32,29,1
32,5,1
32,37,1
32,39,1
33,33,1
33,31,1
33,34,1
33,46,1
33,55,2
33,18,1
33,45,2
33,1,5
33,4,1
33,49,1
33,15,1
33,54,2
33,43,2
33,42,2
33,40,1
33,50,1
33,16,2
33,35,2
33,25,2
33,21,2
33,48,1
33,6,1
33,24,2
33,26,2
33,19,2
33,10,1
33,32,2
33,56,1
33,47,1
33,20,2
33,14,1
33,3,3
33,51,2
33,53,2
33,57,1
33,7,1
33,41,1
33,22,2
33,28,1
33,8,2
33,17,2
33,9,2
33,13,1
33,23,1
33,27,1
33,44,1
33,36,1
33,30,2
33,38,1
33,52,1
33,11,1
33,12,2
33,2,3
33,29,1
33,5,1
33,37,1
33,39,1
34,33,1
34,31,1
34,34,1
34,46,1
34,55,2
34,18,1
34,45,2
34,1,5
34,4,1
34,49,1
34,15,1
34,54,2
34,43,2
34,42,2
34,40,1
34,50,1
34,16,2
34,35,2
34,25,2
34,21,2
34,48,1
34,6,1
34,24,2
34,26,2
34,19,2
34,10,1
34,32,2
34,56,1
34,47,1
34,20,2
34,14,1
34,3,3
34,51,2
34,53,2
34,57,1
34,7,1
34,41,1
34,22,2
34,28,1
34,8,2
34,17,2
34,9,2
34,13,1
34,23,1
34,27,1
34,44,1
34,36,1
34,30,2
34,38,1
34,52,1
34,11,1
34,12,2
34,2,3
34,29,1
34,5,1
34,37,1
34,39,1
35,33,1
35,31,1
35,34,1
35,46,1
35,55,2
35,18,1
35,45,2
35,1,5
35,4,1
35,49,1
35,15,1
35,54,2
35,43,2
35,42,2
35,40,1
35,50,1
35,16,2
35,35,2
35,25,2
35,21,2
35,48,1
35,6,1
35,24,2
35,26,2
35,19,2
35,10,1
35,32,2
35,56,1
35,47,1
35,20,2
35,14,1
35,3,3
35,51,2
35,53,2
35,57,1
35,7,1
35,41,1
35,22,2
35,28,1
35,8,2
35,17,2
35,9,2
35,13,1
35,23,1
35,27,1
35,44,1
35,36,1
35,30,2
35,38,1
35,52,1
35,11,1
35,12,2
35,2,3
35,29,1
35,5,1
35,37,1
35,39,1
36,33,1
36,31,1
36,34,1
36,46,1
36,55,2
36,18,1
36,45,2
36,1,5
36,4,1
36,49,1
36,15,1
36,54,2
36,43,2
36,42,2
36,40,1
36,50,1
36,16,2
36,35,2
36,25,2
36,21,2
36,48,1
36,6,1
36,24,2
36,26,2
36,19,2
36,10,1
36,32,2
36,56,1
36,47,1
36,20,2
36,14,1
36,3,3
36,51,2
36,53,2
36,57,1
36,7,1
36,41,1
36,22,2
36,28,1
36,8,2
36,17,2
36,9,2
36,13,1
36,23,1
36,27,1
36,44,1
36,36,1
36,30,2
36,38,1
36,52,1
36,11,1
36,12,2
36,2,3
36,29,1
36,5,1
36,37,1
36,39,1
37,33,1
37,31,1
37,34,1
37,46,1
37,55,2
37,18,1
37,45,2
37,1,5
37,4,1
37,49,1
37,15,1
37,54,2
37,43,2
37,42,2
37,40,1
37,50,1
37,16,2
37,35,2
37,25,2
37,21,2
37,48,1
37,6,1
37,24,2
37,26,2
37,19,2
37,10,1
37,32,2
37,56,1
37,47,1
37,20,2
37,14,1
37,3,3
37,51,2
37,53,2
37,57,1
37,7,1
37,41,1
37,22,2
37,28,1
37,8,2
37,17,2
37,9,2
37,13,1
37,23,1
37,27,1
37,44,1
37,36,1
37,30,2
37,38,1
37,52,1
37,11,1
37,12,2
37,2,3
37,29,1
37,5,1
37,37,1
37,39,1
38,33,1
38,31,1
38,34,1
38,46,1
38,55,2
38,18,1
38,45,2
38,1,5
38,4,1
38,49,1
38,15,1
38,54,2
38,43,2
38,42,2
38,40,1
38,50,1
38,16,2
38,35,2
38,25,2
38,21,2
38,48,1
38,6,1
38,24,2
38,26,2
38,19,2
38,10,1
38,32,2
38,56,1
38,47,1
38,20,2
38,14,1
38,3,3
38,51,2
38,53,2
38,57,1
38,7,1
38,41,1
38,22,2
38,28,1
38,8,2
38,17,2
38,9,2
38,13,1
38,23,1
38,27,1
38,44,1
38,36,1
38,30,2
38,38,1
38,52,1
38,11,1
38,12,2
38,2,3
38,29,1
38,5,1
38,37,1
38,39,1
39,33,1
39,31,1
39,34,1
39,46,1
39,55,2
39,18,1
39,45,2
39,1,5
39,4,1
39,49,1
39,15,1
39,54,2
39,43,2
39,42,2
39,40,1
39,50,1
39,16,2
39,35,2
39,25,2
39,21,2
39,48,1
39,6,1
39,24,2
39,26,2
39,19,2
39,10,1
39,32,2
39,56,1
39,47,1
39,20,2
39,14,1
39,3,3
39,51,2
39,53,2
39,57,1
39,7,1
39,41,1
39,22,2
39,28,1
39,8,2
39,17,2
39,9,2
39,13,1
39,23,1
39,27,1
39,44,1
39,36,1
39,30,2
39,38,1
39,52,1
39,11,1
39,12,2
39,2,3
39,29,1
39,5,1
39,37,1
39,39,1
40,33,1
40,31,1
40,34,1
40,46,1
40,55,2
40,18,1
40,45,2
40,1,5
40,4,1
40,49,1
40,15,1
40,54,2
40,43,2
40,42,2
40,40,1
40,50,1
40,16,2
40,35,2
40,25,2
40,21,2
40,48,1
40,6,1
40,24,2
40,26,2
40,19,2
40,10,1
40,32,2
40,56,1
40,47,1
40,20,2
40,14,1
40,3,3
40,51,2
40,53,2
40,57,1
40,7,1
40,41,1
40,22,2
40,28,1
40,8,2
40,17,2
40,9,2
40,13,1
40,23,1
40,27,1
40,44,1
40,36,1
40,30,2
40,38,1
40,52,1
40,11,1
40,12,2
40,2,3
40,29,1
40,5,1
40,37,1
40,39,1
41,33,1
41,31,1
41,34,1
41,46,1
41,55,2
41,18,1
41,45,2
41,1,5
41,4,1
41,49,1
41,15,1
41,54,2
41,43,2
41,42,2
41,40,1
41,50,1
41,16,2
41,35,2
41,25,2
41,21,2
41,48,1
41,6,1
41,24,2
41,26,2
41,19,2
41,10,1
41,32,2
41,56,1
41,47,1
41,20,2
41,14,1
41,3,3
41,51,2
41,53,2
41,57,1
41,7,1
41,41,1
41,22,2
41,28,1
41,8,2
41,17,2
41,9,2
41,13,1
41,23,1
41,27,1
41,44,1
41,36,1
41,30,2
41,38,1
41,52,1
41,11,1
41,12,2
41,2,3
41,29,1
41,5,1
41,37,1
41,39,1
42,33,1
42,31,1
42,34,1
42,46,1
42,55,2
42,18,1
42,45,2
42,1,5
42,4,1
42,49,1
42,15,1
42,54,2
42,43,2
42,42,2
42,40,1
42,50,1
42,16,2
42,35,2
42,25,2
42,21,2
42,48,1
42,6,1
42,24,2
42,26,2
42,19,2
42,10,1
42,32,2
42,56,1
42,47,1
42,20,2
42,14,1
42,3,3
42,51,2
42,53,2
42,57,1
42,7,1
42,41,1
42,22,2
42,28,1
42,8,2
42,17,2
42,9,2
42,13,1
42,23,1
42,27,1
42,44,1
42,36,1
42,30,2
42,38,1
42,52,1
42,11,1
42,12,2
42,2,3
42,29,1
42,5,1
42,37,1
42,39,1
43,33,1
43,31,1
43,34,1
43,46,1
43,55,2
43,18,1
43,45,2
43,1,5
43,4,1
43,49,1
43,15,1
43,54,2
43,43,2
43,42,2
43,40,1
43,50,1
43,16,2
43,35,2
43,25,2
43,21,2
43,48,1
43,6,1
43,24,2
43,26,2
43,19,2
43,10,1
43,32,2
43,56,1
43,47,1
43,20,2
43,14,1
43,3,3
43,51,2
43,53,2
43,57,1
43,7,1
43,41,1
43,22,2
43,28,1
43,8,2
43,17,2
43,9,2
43,13,1
43,23,1
43,27,1
43,44,1
43,36,1
43,30,2
43,38,1
43,52,1
43,11,1
43,12,2
43,2,3
43,29,1
43,5,1
43,37,1
43,39,1
44,33,1
44,31,1
44,34,1
44,46,1
44,55,2
44,18,1
44,45,2
44,1,5
44,4,1
44,49,1
44,15,1
44,54,2
44,43,2
44,42,2
44,40,1
44,50,1
44,16,2
44,35,2
44,25,2
44,21,2
44,48,1
44,6,1
44,24,2
44,26,2
44,19,2
44,10,1
44,32,2
44,56,1
44,47,1
44,20,2
44,14,1
44,3,3
44,51,2
44,53,2
44,57,1
44,7,1
44,41,1
44,22,2
44,28,1
44,8,2
44,17,2
44,9,2
44,13,1
44,23,1
44,27,1
44,44,1
44,36,1
44,30,2
44,38,1
44,52,1
44,11,1
44,12,2
44,2,3
44,29,1
44,5,1
44,37,1
44,39,1
45,33,1
45,31,1
45,34,1
45,46,1
45,55,2
45,18,1
45,45,2
45,1,5
45,4,1
45,49,1
45,15,1
45,54,2
45,43,2
45,42,2
45,40,1
45,50,1
45,16,2
45,35,2
45,25,2
45,21,2
45,48,1
45,6,1
45,24,2
45,26,2
45,19,2
45,10,1
45,32,2
45,56,1
45,47,1
45,20,2
45,14,1
45,3,3
45,51,2
45,53,2
45,57,1
45,7,1
45,41,1
45,22,2
45,28,1
45,8,2
45,17,2
45,9,2
45,13,1
45,23,1
45,27,1
45,44,1
45,36,1
45,30,2
45,38,1
45,52,1
45,11,1
45,12,2
45,2,3
45,29,1
45,5,1
45,37,1
45,39,1
46,33,1
46,31,1
46,34,1
46,46,1
46,55,2
46,18,1
46,45,2
46,1,5
46,4,1
46,49,1
46,15,1
46,54,2
46,43,2
46,42,2
46,40,1
46,50,1
46,16,2
46,35,2
46,25,2
46,21,2
46,48,1
46,6,1
46,24,2
46,26,2
46,19,2
46,10,1
46,32,2
46,56,1
46,47,1
46,20,2
46,14,1
46,3,3
46,51,2
46,53,2
46,57,1
46,7,1
46,41,1
46,22,2
46,28,1
46,8,2
46,17,2
46,9,2
46,13,1
46,23,1
46,27,1
46,44,1
46,36,1
46,30,2
46,38,1
46,52,1
46,11,1
46,12,2
46,2,3
46,29,1
46,5,1
46,37,1
46,39,1
47,33,1
47,31,1
47,34,1
47,46,1
47,55,2
47,18,1
47,45,2
47,1,5
47,4,1
47,49,1
47,15,1
47,54,2
47,43,2
47,42,2
47,40,1
47,50,1
47,16,2
47,35,2
47,25,2
47,21,2
47,48,1
47,6,1
47,24,2
47,26,2
47,19,2
47,10,1
47,32,2
47,56,1
47,47,1
47,20,2
47,14,1
47,3,3
47,51,2
47,53,2
47,57,1
47,7,1
47,41,1
47,22,2
47,28,1
47,8,2
47,17,2
47,9,2
47,13,1
47,23,1
47,27,1
47,44,1
47,36,1
47,30,2
47,38,1
47,52,1
47,11,1
47,12,2
47,2,3
47,29,1
47,5,1
47,37,1
47,39,1
48,33,1
48,31,1
48,34,1
48,46,1
48,55,2
48,18,1
48,45,2
48,1,5
48,4,1
48,49,1
48,15,1
48,54,2
48,43,2
48,42,2
48,40,1
48,50,1
48,16,2
48,35,2
48,25,2
48,21,2
48,48,1
48,6,1
48,24,2
48,26,2
48,19,2
48,10,1
48,32,2
48,56,1
48,47,1
48,20,2
48,14,1
48,3,3
48,51,2
48,53,2
48,57,1
48,7,1
48,41,1
48,22,2
48,28,1
48,8,2
48,17,2
48,9,2
48,13,1
48,23,1
48,27,1
48,44,1
48,36,1
48,30,2
48,38,1
48,52,1
48,11,1
48,12,2
48,2,3
48,29,1
48,5,1
48,37,1
48,39,1
49,33,1
49,31,1
49,34,1
49,46,1
49,55,2
49,18,1
49,45,2
49,1,5
49,4,1
49,49,1
49,15,1
49,54,2
49,43,2
49,42,2
49,40,1
49,50,1
49,16,2
49,35,2
49,25,2
49,21,2
49,48,1
49,6,1
49,24,2
49,26,2
49,19,2
49,10,1
49,32,2
49,56,1
49,47,1
49,20,2
49,14,1
49,3,3
49,51,2
49,53,2
49,57,1
49,7,1
49,41,1
49,22,2
49,28,1
49,8,2
49,17,2
49,9,2
49,13,1
49,23,1
49,27,1
49,44,1
49,36,1
49,30,2
49,38,1
49,52,1
49,11,1
49,12,2
49,2,3
49,29,1
49,5,1
49,37,1
49,39,1
50,33,1
50,31,1
50,34,1
50,46,1
50,55,2
50,18,1
50,45,2
50,1,5
50,4,1
50,49,1
50,15,1
50,54,2
50,43,2
50,42,2
50,40,1
50,50,1
50,16,2
50,35,2
50,25,2
50,21,2
50,48,1
50,6,1
50,24,2
50,26,2
50,19,2
50,10,1
50,32,2
50,56,1
50,47,1
50,20,2
50,14,1
50,3,3
50,51,2
50,53,2
50,57,1
50,7,1
50,41,1
50,22,2
50,28,1
50,8,2
50,17,2
50,9,2
50,13,1
50,23,1
50,27,1
50,44,1
50,36,1
50,30,2
50,38,1
50,52,1
50,11,1
50,12,2
50,2,3
50,29,1
50,5,1
50,37,1
50,39,1
51,33,1
51,31,1
51,34,1
51,46,1
51,55,2
51,18,1
51,45,2
51,1,5
51,4,1
51,49,1
51,15,1
51,54,2
51,43,2
51,42,2
51,40,1
51,50,1
51,16,2
51,35,2
51,25,2
51,21,2
51,48,1
51,6,1
51,24,2
51,26,2
51,19,2
51,10,1
51,32,2
51,56,1
51,47,1
51,20,2
51,14,1
51,3,3
51,51,2
51,53,2
51,57,1
51,7,1
51,41,1
51,22,2
51,28,1
51,8,2
51,17,2
51,9,2
51,13,1
51,23,1
51,27,1
51,44,1
51,36,1
